Кол-во комнат,Район,Этажность,Общая площадь,Жилая площадь,Площадь кухни,Планировка,Цена 
5,Центральный,9/14,188,90,50,УЛУ/КИР,8600 тыс. pуб.
5,Центральный,2/3,250,200,35,СТЛ/КИР,9000 тыс. pуб.
5,Центральный,3/3,250,150,35,УЛУ/КИР,12000 тыс. pуб.
5,Центральный,2/3,338,150,16,ЭЛТ/КИР,17500 тыс. pуб.
6,Центральный,2/2,120,70,20,УЛУ/КИР,6000 тыс. pуб.
1,Комсомольский,1/14,31,25,0,УЛУ/КИР,1650 тыс. pуб.
1,Комсомольский,4/16,32,17,3,ТАШ/ПАН,1750 тыс. pуб.
1,Комсомольский,2/4,31,0,0,УЛУ/КИР,1850 тыс. pуб.
1,Комсомольский,16/16,32,18,8,ТАШ/ПАН,1860 тыс. pуб.
1,Комсомольский,1/5,30,0,6,ХРУ/КИР,1870 тыс. pуб.
1,Комсомольский,5/5,32,19,7,ХРУ/КИР,1950 тыс. pуб.
1,Комсомольский,13/14,40,19,9,УЛУ/КИР,2100 тыс. pуб.
1,Комсомольский,8/9,32,17,9,МСК/ПАН,2100 тыс. pуб.
1,Комсомольский,9/9,31,17,9,МСК/ПАН,2100 тыс. pуб.
1,Комсомольский,5/5,30,15,6,ХРУ/КИР,2200 тыс. pуб.
1,Комсомольский,13/14,40,19,11,УЛУ/КИР,2200 тыс. pуб.
1,Комсомольский,2/5,32,17,7,ХРУ/КИР,2200 тыс. pуб.
1,Комсомольский,3/5,34,17,8,УЛЬ/ПАН,2200 тыс. pуб.
1,Комсомольский,2/5,31,19,7,ХРУ/ПАН,2230 тыс. pуб.
1,Комсомольский,4/14,36,18,9,УЛУ/КИР,2300 тыс. pуб.
1,Комсомольский,4/9,32,17,9,МСК/ПАН,2350 тыс. pуб.
1,Комсомольский,2/9,33,17,9,МСК/ПАН,2350 тыс. pуб.
1,Комсомольский,4/9,33,17,9,МСК/ПАН,2400 тыс. pуб.
1,Комсомольский,1/9,35,17,9,МСК/ПАН,2400 тыс. pуб.
1,Комсомольский,7/14,35,20,10,УЛУ/КИР,2400 тыс. pуб.
1,Комсомольский,4/9,33,17,8,МСК/ПАН,2450 тыс. pуб.
1,Комсомольский,1/10,33,17,8,УЛУ/КИР,2499 тыс. pуб.
1,Комсомольский,3/9,35,17,8,МСК/ПАН,2500 тыс. pуб.
1,Комсомольский,2/9,33,17,9,МСК/ПАН,2500 тыс. pуб.
1,Комсомольский,5/9,34,0,0,МСК/ПАН,2500 тыс. pуб.
1,Комсомольский,6/14,36,18,10,УЛУ/КИР,2500 тыс. pуб.
1,Комсомольский,3/5,33,17,8,УЛЬ/ПАН,2500 тыс. pуб.
1,Комсомольский,3/3,36,20,9,СТЛ/КИР,2550 тыс. pуб.
1,Комсомольский,5/5,34,17,8,УЛЬ/ПАН,2600 тыс. pуб.
1,Комсомольский,3/5,34,17,9,УЛЬ/ПАН,2600 тыс. pуб.
1,Комсомольский,3/5,33,17,8,УЛЬ/ПАН,2600 тыс. pуб.
1,Комсомольский,11/14,40,20,9,УЛУ/КИР,2650 тыс. pуб.
1,Комсомольский,8/9,34,18,8,МСК/ПАН,2650 тыс. pуб.
1,Комсомольский,3/14,39,19,11,УЛУ/КИР,2680 тыс. pуб.
1,Комсомольский,7/10,34,17,8,МСК/ПАН,2700 тыс. pуб.
1,Комсомольский,6/9,33,18,8,МСК/ПАН,2700 тыс. pуб.
1,Комсомольский,3/9,34,18,9,МСК/ПАН,2800 тыс. pуб.
1,Комсомольский,4/14,36,25,6,УЛУ/КИР,2800 тыс. pуб.
1,Комсомольский,5/15,36,18,9,УЛУ/КИР,2800 тыс. pуб.
1,Комсомольский,4/10,43,19,12,УЛУ/ПАН,2850 тыс. pуб.
1,Комсомольский,14/14,39,18,9,УЛУ/КИР,2950 тыс. pуб.
1,Комсомольский,1/6,40,12,12,ЭЛТ/КИР,3000 тыс. pуб.
1,Комсомольский,9/9,34,17,8,МСК/ПАН,3000 тыс. pуб.
1,Комсомольский,4/5,34,17,8,УЛЬ/ПАН,3000 тыс. pуб.
1,Комсомольский,3/8,34,16,10,УЛУ/ПАН,3000 тыс. pуб.
1,Комсомольский,9/9,33,17,8,МСК/ПАН,3000 тыс. pуб.
1,Комсомольский,1/9,35,18,9,МСК/ПАН,3000 тыс. pуб.
1,Комсомольский,2/8,33,17,10,УЛУ/БЛЧ,3100 тыс. pуб.
1,Комсомольский,13/14,36,16,9,УЛУ/КИР,3200 тыс. pуб.
1,Комсомольский,7/10,36,17,11,МАК/ПАН,3350 тыс. pуб.
1,Комсомольский,4/10,52,22,14,МАК/ПАН,3500 тыс. pуб.
1,Комсомольский,3/9,33,17,9,УЛУ/МОН,3535 тыс. pуб.
1,Комсомольский,14/18,35,14,11,УЛУ/КРБ,3640 тыс. pуб.
1,Комсомольский,9/18,35,15,12,УЛУ/КРБ,3660 тыс. pуб.
1,Комсомольский,11/14,41,20,12,УЛУ/КИР,3700 тыс. pуб.
1,Комсомольский,4/9,68,1,9,УЛУ/КИР,4000 тыс. pуб.
1,Комсомольский,13/14,49,22,17,ЭЛТ/КИР,4000 тыс. pуб.
1,Комсомольский,11/18,45,19,14,УЛУ/КРБ,4600 тыс. pуб.
1,Комсомольский,11/18,45,18,12,УЛУ/КРБ,4600 тыс. pуб.
1,Комсомольский,13/18,45,18,12,УЛУ/КРБ,4660 тыс. pуб.
2,Комсомольский,6/9,45,18,7,УЛУ/КИР,700 тыс. pуб.
2,Комсомольский,1/4,55,0,0,УЛУ/КИР,750 тыс. pуб.
2,Комсомольский,4/5,43,28,6,ХРУ/КИР,2100 тыс. pуб.
2,Комсомольский,3/5,48,31,6,УЛЬ/ПАН,2100 тыс. pуб.
2,Комсомольский,5/5,43,30,6,ХРУ/КИР,2200 тыс. pуб.
2,Комсомольский,4/5,43,31,7,ХРУ/КИР,2200 тыс. pуб.
2,Комсомольский,5/5,45,34,6,ХРУ/ПАН,2200 тыс. pуб.
2,Комсомольский,5/5,45,31,7,ХРУ/КИР,2250 тыс. pуб.
2,Комсомольский,7/9,45,26,6,УЛУ/КИР,2250 тыс. pуб.
2,Комсомольский,1/5,43,26,5,ХРУ/ПАН,2300 тыс. pуб.
2,Комсомольский,4/5,45,33,6,ХРУ/ПАН,2400 тыс. pуб.
2,Комсомольский,1/9,0,0,0,УЛУ/КИР,2480 тыс. pуб.
2,Комсомольский,6/9,45,28,7,УЛУ/КИР,2500 тыс. pуб.
2,Комсомольский,4/4,42,29,8,ХРУ/КИР,2500 тыс. pуб.
2,Комсомольский,3/4,45,31,6,МСК/ПАН,2550 тыс. pуб.
2,Комсомольский,2/7,41,31,6,ЭКС/ПАН,2550 тыс. pуб.
2,Комсомольский,5/5,53,29,9,УЛЬ/ПАН,2600 тыс. pуб.
2,Комсомольский,1/5,46,31,6,ХРУ/КИР,2600 тыс. pуб.
2,Комсомольский,1/5,43,30,7,УЛУ/КИР,2600 тыс. pуб.
2,Комсомольский,2/4,43,26,6,ХРУ/ПАН,2600 тыс. pуб.
2,Комсомольский,3/5,46,30,6,ХРУ/ПАН,2650 тыс. pуб.
2,Комсомольский,1/9,47,28,8,УЛУ/КИР,2740 тыс. pуб.
2,Комсомольский,5/9,43,27,7,СТМ/ПАН,2750 тыс. pуб.
2,Комсомольский,3/5,44,29,6,ХРУ/КИР,2800 тыс. pуб.
2,Комсомольский,5/5,49,30,8,УЛЬ/ПАН,2800 тыс. pуб.
2,Комсомольский,1/5,54,29,9,УЛЬ/ПАН,2800 тыс. pуб.
2,Комсомольский,2/9,45,28,8,СТМ/ПАН,2800 тыс. pуб.
2,Комсомольский,15/16,44,27,7,ТАШ/ПАН,2850 тыс. pуб.
2,Комсомольский,1/9,44,28,7,УЛУ/КИР,2900 тыс. pуб.
2,Комсомольский,2/9,43,29,8,СТМ/ПАН,2900 тыс. pуб.
2,Комсомольский,5/5,48,29,9,УЛЬ/ПАН,2900 тыс. pуб.
2,Комсомольский,14/14,45,26,10,УЛУ/КИР,2900 тыс. pуб.
2,Комсомольский,13/14,48,29,8,УЛУ/КИР,2900 тыс. pуб.
2,Комсомольский,1/14,54,29,7,УЛУ/КИР,2950 тыс. pуб.
2,Комсомольский,4/5,53,30,10,УЛЬ/ПАН,3000 тыс. pуб.
2,Комсомольский,5/5,56,30,9,УЛЬ/ПАН,3020 тыс. pуб.
2,Комсомольский,2/5,52,29,10,УЛЬ/ПАН,3050 тыс. pуб.
2,Комсомольский,1/5,53,32,10,УЛЬ/ПАН,3050 тыс. pуб.
2,Комсомольский,6/9,45,0,0,УЛУ/КИР,3100 тыс. pуб.
2,Комсомольский,13/16,47,29,11,ТАШ/ПАН,3100 тыс. pуб.
2,Комсомольский,5/5,48,29,7,УЛЬ/ПАН,3100 тыс. pуб.
2,Комсомольский,2/5,54,29,10,УЛЬ/ПАН,3100 тыс. pуб.
2,Комсомольский,5/14,50,32,10,УЛУ/КИР,3103 тыс. pуб.
2,Комсомольский,4/5,47,29,7,УЛЬ/ПАН,3150 тыс. pуб.
2,Комсомольский,1/12,40,26,6,УЛУ/КИР,3200 тыс. pуб.
2,Комсомольский,8/9,48,30,7,УЛУ/КИР,3200 тыс. pуб.
2,Комсомольский,5/14,54,35,10,УЛУ/КИР,3230 тыс. pуб.
2,Комсомольский,4/9,44,32,8,УЛУ/КИР,3250 тыс. pуб.
2,Комсомольский,5/5,54,32,9,УЛЬ/ПАН,3250 тыс. pуб.
2,Комсомольский,5/14,44,25,9,УЛУ/КИР,3250 тыс. pуб.
2,Комсомольский,1/5,54,29,10,УЛЬ/ПАН,3265 тыс. pуб.
2,Комсомольский,5/5,53,28,9,УЛЬ/ПАН,3296 тыс. pуб.
2,Комсомольский,8/9,50,30,9,МСК/ПАН,3299 тыс. pуб.
2,Комсомольский,8/9,49,29,9,МСК/ПАН,3300 тыс. pуб.
2,Комсомольский,8/9,50,0,8,МСК/ПАН,3300 тыс. pуб.
2,Комсомольский,3/16,44,27,7,ТАШ/ПАН,3300 тыс. pуб.
2,Комсомольский,4/5,47,30,9,УЛЬ/ПАН,3335 тыс. pуб.
2,Комсомольский,4/5,47,29,8,УЛЬ/ПАН,3350 тыс. pуб.
2,Комсомольский,2/9,50,29,9,МСК/ПАН,3350 тыс. pуб.
2,Комсомольский,1/5,53,29,9,УЛЬ/КИР,3350 тыс. pуб.
2,Комсомольский,3/9,58,44,6,УЛУ/КИР,3380 тыс. pуб.
2,Комсомольский,7/14,48,25,8,УЛУ/КИР,3400 тыс. pуб.
2,Комсомольский,2/3,58,0,0,СТЛ/КИР,3400 тыс. pуб.
2,Комсомольский,9/9,53,29,8,МСК/ПАН,3400 тыс. pуб.
2,Комсомольский,3/14,51,0,7,УЛУ/КИР,3400 тыс. pуб.
2,Комсомольский,8/14,53,27,9,УЛУ/КИР,3400 тыс. pуб.
2,Комсомольский,7/9,49,29,8,УЛУ/КИР,3445 тыс. pуб.
2,Комсомольский,14/14,52,30,8,УЛУ/КИР,3450 тыс. pуб.
2,Комсомольский,4/5,47,29,9,УЛЬ/ПАН,3450 тыс. pуб.
2,Комсомольский,3/5,51,30,10,УЛЬ/ПАН,3500 тыс. pуб.
2,Комсомольский,8/9,49,29,9,МСК/ПАН,3500 тыс. pуб.
2,Комсомольский,7/9,43,30,9,МСК/ПАН,3500 тыс. pуб.
2,Комсомольский,14/2,49,27,7,УЛУ/КИР,3500 тыс. pуб.
2,Комсомольский,1/9,49,30,8,МСК/ПАН,3500 тыс. pуб.
2,Комсомольский,3/5,49,29,7,УЛЬ/ПАН,3550 тыс. pуб.
2,Комсомольский,2/9,49,29,9,МСК/ПАН,3550 тыс. pуб.
2,Комсомольский,7/9,51,29,9,МСК/ПАН,3570 тыс. pуб.
2,Комсомольский,4/5,53,29,9,УЛЬ/ПАН,3590 тыс. pуб.
2,Комсомольский,3/3,55,40,12,СТЛ/ПАН,3600 тыс. pуб.
2,Комсомольский,12/14,50,30,8,УЛУ/КИР,3650 тыс. pуб.
2,Комсомольский,5/5,64,40,8,УЛУ/КИР,3700 тыс. pуб.
2,Комсомольский,12/14,50,0,8,УЛУ/КИР,3750 тыс. pуб.
2,Комсомольский,6/9,50,29,8,МСК/ПАН,3750 тыс. pуб.
2,Комсомольский,12/16,46,32,7,ТАШ/ПАН,3900 тыс. pуб.
2,Комсомольский,3/9,72,35,13,УЛУ/БЛЧ,3950 тыс. pуб.
2,Комсомольский,1/2,58,35,9,СТЛ/КИР,4100 тыс. pуб.
2,Комсомольский,1/2,59,35,9,СТЛ/КИР,4150 тыс. pуб.
2,Комсомольский,2/3,63,40,8,СТЛ/КИР,4150 тыс. pуб.
2,Комсомольский,11/14,50,32,8,УЛУ/КИР,4150 тыс. pуб.
2,Комсомольский,5/8,55,28,14,УЛУ/ПАН,4900 тыс. pуб.
2,Комсомольский,6/9,67,41,13,МАК/ПАН,4999 тыс. pуб.
2,Комсомольский,3/14,69,40,12,УЛУ/КИР,5500 тыс. pуб.
2,Комсомольский,2/9,67,0,14,УЛУ/МОН,5900 тыс. pуб.
2,Комсомольский,5/16,97,50,12,ЭЛТ/КИР,6150 тыс. pуб.
2,Комсомольский,3/9,90,35,36,МАК/ПАН,6210 тыс. pуб.
2,Комсомольский,9/18,68,33,12,УЛУ/КРБ,6460 тыс. pуб.
2,Комсомольский,12/18,61,0,0,УЛУ/КРБ,6600 тыс. pуб.
3,Комсомольский,8/9,65,43,8,МСК/ПАН,2300 тыс. pуб.
3,Комсомольский,3/5,58,44,7,ХРУ/ПАН,2350 тыс. pуб.
3,Комсомольский,3/5,62,46,7,УЛУ/КИР,2500 тыс. pуб.
3,Комсомольский,3/4,56,36,8,УЛУ/КИР,2830 тыс. pуб.
3,Комсомольский,4/5,55,36,6,ХРУ/КИР,2850 тыс. pуб.
3,Комсомольский,1/6,57,35,6,ХРУ/КИР,2880 тыс. pуб.
3,Комсомольский,4/5,51,35,6,ХРУ/КИР,2999 тыс. pуб.
3,Комсомольский,16/16,62,38,9,ТАШ/ПАН,3200 тыс. pуб.
3,Комсомольский,7/14,50,30,8,УЛУ/КИР,3200 тыс. pуб.
3,Комсомольский,1/3,73,49,9,СТЛ/КИР,3200 тыс. pуб.
3,Комсомольский,2/5,58,39,7,ХРУ/ПАН,3200 тыс. pуб.
3,Комсомольский,5/9,58,30,7,УЛУ/КИР,3240 тыс. pуб.
3,Комсомольский,9/9,66,0,0,МСК/ПАН,3270 тыс. pуб.
3,Комсомольский,1/9,65,42,8,МСК/ПАН,3290 тыс. pуб.
3,Комсомольский,5/5,71,43,9,УЛЬ/ПАН,3300 тыс. pуб.
3,Комсомольский,4/5,60,42,8,УЛУ/КИР,3300 тыс. pуб.
3,Комсомольский,4/4,57,42,6,ХРУ/ПАН,3300 тыс. pуб.
3,Комсомольский,9/9,65,43,10,МСК/ПАН,3300 тыс. pуб.
3,Комсомольский,2/9,59,43,8,МСК/ПАН,3300 тыс. pуб.
3,Комсомольский,3/5,52,34,7,УЛУ/КИР,3399 тыс. pуб.
3,Комсомольский,3/9,56,38,7,?/-,3400 тыс. pуб.
3,Комсомольский,10/16,60,0,20,ТАШ/ПАН,3400 тыс. pуб.
3,Комсомольский,4/9,61,40,7,УЛУ/КИР,3440 тыс. pуб.
3,Комсомольский,1/9,65,40,9,МСК/ПАН,3499 тыс. pуб.
3,Комсомольский,4/5,58,38,6,ХРУ/ПАН,3500 тыс. pуб.
3,Комсомольский,5/5,57,39,6,ХРУ/КИР,3500 тыс. pуб.
3,Комсомольский,8/9,64,46,9,МСК/ПАН,3500 тыс. pуб.
3,Комсомольский,5/9,68,35,8,МСК/ПАН,3550 тыс. pуб.
3,Комсомольский,5/9,60,42,9,УЛУ/КИР,3600 тыс. pуб.
3,Комсомольский,1/9,66,0,0,МСК/ПАН,3600 тыс. pуб.
3,Комсомольский,1/9,66,42,12,МСК/ПАН,3600 тыс. pуб.
3,Комсомольский,5/9,68,48,8,МСК/ПАН,3600 тыс. pуб.
3,Комсомольский,2/5,59,44,7,ХРУ/КИР,3600 тыс. pуб.
3,Комсомольский,4/9,60,40,9,УЛУ/КИР,3700 тыс. pуб.
3,Комсомольский,1/9,67,43,8,МСК/ПАН,3800 тыс. pуб.
3,Комсомольский,1/9,68,42,8,МСК/ПАН,3800 тыс. pуб.
3,Комсомольский,4/9,65,42,9,/-,3800 тыс. pуб.
3,Комсомольский,1/9,65,43,8,МСК/ПАН,3850 тыс. pуб.
3,Комсомольский,4/9,67,42,13,МСК/ПАН,3890 тыс. pуб.
3,Комсомольский,4/5,64,40,8,УЛЬ/КИР,3900 тыс. pуб.
3,Комсомольский,2/9,58,45,8,УЛУ/КИР,3900 тыс. pуб.
3,Комсомольский,5/9,67,43,9,МСК/ПАН,3953 тыс. pуб.
3,Комсомольский,4/16,60,38,8,ТАШ/ПАН,4000 тыс. pуб.
3,Комсомольский,4/9,68,1,9,УЛУ/КИР,4000 тыс. pуб.
3,Комсомольский,3/5,65,44,9,УЛЬ/ПАН,4100 тыс. pуб.
3,Комсомольский,6/9,60,0,0,УЛУ/КИР,4200 тыс. pуб.
3,Комсомольский,5/5,64,42,8,УЛУ/КИР,4200 тыс. pуб.
3,Комсомольский,1/5,65,45,9,УЛУ/КИР,4200 тыс. pуб.
3,Комсомольский,8/9,64,0,9,МСК/ПАН,4200 тыс. pуб.
3,Комсомольский,1/9,68,43,9,МСК/ПАН,4250 тыс. pуб.
3,Комсомольский,9/9,66,43,9,МСК/ПАН,4300 тыс. pуб.
3,Комсомольский,6/9,68,0,0,МСК/ПАН,4300 тыс. pуб.
3,Комсомольский,3/9,58,45,8,УЛУ/КИР,4300 тыс. pуб.
3,Комсомольский,7/9,65,43,8,МСК/ПАН,4350 тыс. pуб.
3,Комсомольский,7/9,66,42,8,МСК/ПАН,4500 тыс. pуб.
3,Комсомольский,3/9,65,45,8,МСК/ПАН,4500 тыс. pуб.
3,Комсомольский,2/9,65,43,8,МСК/ПАН,4500 тыс. pуб.
3,Комсомольский,2/3,84,52,12,СТЛ/КИР,4800 тыс. pуб.
3,Комсомольский,8/9,65,0,8,МСК/ПАН,5100 тыс. pуб.
3,Комсомольский,1/17,76,47,12,УЛУ/МОН,5150 тыс. pуб.
3,Комсомольский,5/12,74,62,12,УЛУ/КИР,5200 тыс. pуб.
3,Комсомольский,7/9,64,42,9,МСК/ПАН,5200 тыс. pуб.
3,Комсомольский,6/9,0,0,0,МСК/ПАН,5300 тыс. pуб.
3,Комсомольский,4/9,82,42,12,УЛУ/БЛЧ,5550 тыс. pуб.
3,Комсомольский,2/9,93,52,17,МАК/ПАН,6200 тыс. pуб.
3,Комсомольский,3/9,80,40,13,УЛЬ/КИР,6200 тыс. pуб.
3,Комсомольский,9/9,86,48,11,МАК/ПАН,6400 тыс. pуб.
3,Комсомольский,6/14,79,48,12,УЛУ/КИР,6700 тыс. pуб.
3,Комсомольский,6/18,82,46,12,УЛУ/КРБ,6820 тыс. pуб.
3,Комсомольский,7/18,82,50,12,УЛУ/КРБ,6970 тыс. pуб.
3,Комсомольский,8/18,83,46,12,УЛУ/КРБ,7030 тыс. pуб.
3,Комсомольский,10/18,83,46,12,УЛУ/КРБ,7040 тыс. pуб.
3,Комсомольский,2/9,92,48,12,МАК/ПАН,7500 тыс. pуб.
3,Комсомольский,5/10,117,80,15,УЛУ/КИР,7700 тыс. pуб.
3,Комсомольский,9/9,72,55,32,МАК/ПАН,8000 тыс. pуб.
3,Комсомольский,4/5,122,0,20,МАК/ПАН,8000 тыс. pуб.
3,Комсомольский,2/14,88,49,14,ЭЛТ/КИР,9500 тыс. pуб.
3,Комсомольский,4/10,120,65,16,УЛУ/КИР,9900 тыс. pуб.
4,Комсомольский,2/9,79,52,8,МСК/ПАН,3800 тыс. pуб.
4,Комсомольский,1/9,79,52,8,МСК/ПАН,3850 тыс. pуб.
4,Комсомольский,8/14,78,50,11,УЛУ/КИР,4000 тыс. pуб.
4,Комсомольский,8/9,80,52,9,МСК/ПАН,4200 тыс. pуб.
4,Комсомольский,2/9,80,0,0,МСК/ПАН,4500 тыс. pуб.
4,Комсомольский,3/14,77,52,10,УЛУ/КИР,4500 тыс. pуб.
4,Комсомольский,14/14,75,45,10,УЛУ/КИР,4700 тыс. pуб.
4,Комсомольский,7/9,78,56,8,МСК/ПАН,5150 тыс. pуб.
4,Комсомольский,7/9,82,51,9,МСК/ПАН,5500 тыс. pуб.
4,Комсомольский,8/9,78,52,8,МСК/ПАН,6100 тыс. pуб.
4,Комсомольский,4/14,162,100,35,УЛУ/КИР,11500 тыс. pуб.
5,Комсомольский,4/5,232,104,23,ЭЛТ/КИР,12000 тыс. pуб.
6,Комсомольский,4/5,232,102,23,ЭЛТ/КИР,10000 тыс. pуб.
1,Шлюзовой,4/5,14,14,0,ГСТ/КИР,290 тыс. pуб.
1,Шлюзовой,3/3,15,0,0,ГСТ/КИР,550 тыс. pуб.
1,Шлюзовой,4/5,30,15,6,ХРУ/ПАН,1250 тыс. pуб.
1,Шлюзовой,2/9,35,17,11,УЛУ/КИР,1350 тыс. pуб.
1,Шлюзовой,1/5,32,18,7,ХРУ/КИР,1390 тыс. pуб.
1,Шлюзовой,4/5,30,19,6,ХРУ/ПАН,1400 тыс. pуб.
1,Шлюзовой,2/5,30,0,0,ХРУ/ПАН,1400 тыс. pуб.
1,Шлюзовой,3/3,32,17,6,ХРУ/КИР,1459 тыс. pуб.
1,Шлюзовой,4/4,0,0,0,ХРУ/КИР,1470 тыс. pуб.
1,Шлюзовой,1/5,32,18,7,ХРУ/ПАН,1490 тыс. pуб.
1,Шлюзовой,2/16,33,17,8,ТАШ/БЛЧ,1550 тыс. pуб.
1,Шлюзовой,12/16,30,17,8,ТАШ/ПАН,1590 тыс. pуб.
1,Шлюзовой,11/16,30,17,8,ТАШ/ПАН,1600 тыс. pуб.
1,Шлюзовой,4/5,30,18,7,ХРУ/КИР,1600 тыс. pуб.
1,Шлюзовой,4/5,30,18,7,ХРУ/КИР,1600 тыс. pуб.
1,Шлюзовой,16/16,32,16,8,ТАШ/ПАН,1650 тыс. pуб.
1,Шлюзовой,5/9,31,18,7,УЛУ/КИР,1730 тыс. pуб.
1,Шлюзовой,2/5,32,18,7,ХРУ/КИР,1780 тыс. pуб.
1,Шлюзовой,1/9,33,18,9,МСК/ПАН,1790 тыс. pуб.
1,Шлюзовой,5/5,35,17,8,УЛЬ/ПАН,1800 тыс. pуб.
1,Шлюзовой,6/9,33,17,8,МСК/ПАН,1830 тыс. pуб.
1,Шлюзовой,12/16,41,17,10,УЛУ/ПАН,1832 тыс. pуб.
1,Шлюзовой,8/9,34,18,7,МСК/ПАН,1890 тыс. pуб.
1,Шлюзовой,7/9,33,18,8,УЛУ/КИР,1950 тыс. pуб.
1,Шлюзовой,1/9,33,17,9,МСК/ПАН,1990 тыс. pуб.
1,Шлюзовой,5/9,33,18,7,УЛУ/КИР,2000 тыс. pуб.
1,Шлюзовой,3/9,32,18,8,МСК/ПАН,2050 тыс. pуб.
1,Шлюзовой,2/9,33,17,8,МСК/ПАН,2050 тыс. pуб.
1,Шлюзовой,1/5,35,17,9,УЛЬ/ПАН,2080 тыс. pуб.
1,Шлюзовой,3/5,34,17,9,УЛЬ/ПАН,2100 тыс. pуб.
1,Шлюзовой,3/9,32,18,8,МСК/ПАН,2100 тыс. pуб.
1,Шлюзовой,5/9,36,18,14,УЛЬ/КИР,2100 тыс. pуб.
1,Шлюзовой,4/5,32,20,5,УЛУ/ПАН,2199 тыс. pуб.
1,Шлюзовой,9/9,33,17,9,МСК/ПАН,2200 тыс. pуб.
1,Шлюзовой,3/9,34,18,9,МСК/ПАН,2200 тыс. pуб.
1,Шлюзовой,2/2,33,17,8,МСК/БЕТ,2250 тыс. pуб.
1,Шлюзовой,6/9,52,29,9,МСК/ПАН,2290 тыс. pуб.
1,Шлюзовой,5/10,39,18,9,УЛЬ/ПАН,2400 тыс. pуб.
1,Шлюзовой,5/10,39,18,9,УЛЬ/ПАН,2400 тыс. pуб.
1,Шлюзовой,1/9,33,17,9,МСК/ПАН,2450 тыс. pуб.
1,Шлюзовой,1/9,34,17,8,МСК/ПАН,2450 тыс. pуб.
1,Шлюзовой,2/9,36,17,9,УЛУ/КИР,2500 тыс. pуб.
1,Шлюзовой,1/9,36,18,13,УЛЬ/КИР,2600 тыс. pуб.
1,Шлюзовой,2/9,50,18,13,МАК/ПАН,2700 тыс. pуб.
1,Шлюзовой,3/9,37,19,11,МАК/ПАН,3300 тыс. pуб.
2,Шлюзовой,5/5,45,26,3,ГСТ/КИР,600 тыс. pуб.
2,Шлюзовой,2/9,35,28,0,УЛУ/КИР,1350 тыс. pуб.
2,Шлюзовой,4/4,46,30,7,ХРУ/КИР,1680 тыс. pуб.
2,Шлюзовой,3/5,43,30,6,ХРУ/КИР,1700 тыс. pуб.
2,Шлюзовой,1/5,45,27,6,ХРУ/КИР,1780 тыс. pуб.
2,Шлюзовой,5/5,45,29,6,ХРУ/ПАН,1790 тыс. pуб.
2,Шлюзовой,5/5,46,31,7,УЛУ/КИР,1855 тыс. pуб.
2,Шлюзовой,4/5,47,0,6,ХРУ/-,1890 тыс. pуб.
2,Шлюзовой,4/4,42,29,7,ХРУ/КИР,1975 тыс. pуб.
2,Шлюзовой,4/5,45,27,7,ХРУ/КИР,2000 тыс. pуб.
2,Шлюзовой,4/5,43,28,9,ХРУ/ПАН,2100 тыс. pуб.
2,Шлюзовой,2/9,44,26,12,УЛУ/КИР,2149 тыс. pуб.
2,Шлюзовой,2/4,46,29,7,ХРУ/КИР,2200 тыс. pуб.
2,Шлюзовой,4/5,0,33,6,ХРУ/КИР,2200 тыс. pуб.
2,Шлюзовой,3/5,44,30,7,ХРУ/КИР,2250 тыс. pуб.
2,Шлюзовой,6/9,42,26,8,УЛУ/КИР,2250 тыс. pуб.
2,Шлюзовой,2/5,42,29,6,ХРУ/КИР,2250 тыс. pуб.
2,Шлюзовой,1/5,40,27,6,ХРУ/КИР,2300 тыс. pуб.
2,Шлюзовой,6/16,44,27,8,ТАШ/ПАН,2300 тыс. pуб.
2,Шлюзовой,1/5,42,28,6,ХРУ/КИР,2300 тыс. pуб.
2,Шлюзовой,5/5,44,29,7,ХРУ/КИР,2350 тыс. pуб.
2,Шлюзовой,1/5,0,30,9,УЛЬ/ПАН,2350 тыс. pуб.
2,Шлюзовой,2/5,45,30,0,ХРУ/КИР,2390 тыс. pуб.
2,Шлюзовой,1/4,42,29,6,ХРУ/КИР,2400 тыс. pуб.
2,Шлюзовой,3/5,40,27,6,ХРУ/КИР,2400 тыс. pуб.
2,Шлюзовой,7/16,46,27,9,ТАШ/ПАН,2450 тыс. pуб.
2,Шлюзовой,4/16,50,28,8,ТАШ/ПАН,2599 тыс. pуб.
2,Шлюзовой,1/9,51,29,9,МСК/ПАН,2600 тыс. pуб.
2,Шлюзовой,4/9,46,34,12,УЛУ/КИР,2600 тыс. pуб.
2,Шлюзовой,3/3,61,0,0,СТЛ/КИР,2600 тыс. pуб.
2,Шлюзовой,5/5,54,30,9,УЛЬ/ПАН,2700 тыс. pуб.
2,Шлюзовой,6/9,50,30,9,МСК/ПАН,2750 тыс. pуб.
2,Шлюзовой,4/9,52,29,9,МСК/ПАН,2799 тыс. pуб.
2,Шлюзовой,9/9,51,0,9,МСК/ПАН,2800 тыс. pуб.
2,Шлюзовой,6/9,50,30,9,МСК/ПАН,2800 тыс. pуб.
2,Шлюзовой,2/4,56,32,9,СТЛ/КИР,2800 тыс. pуб.
2,Шлюзовой,5/5,52,31,10,УЛЬ/ПАН,2800 тыс. pуб.
2,Шлюзовой,2/4,61,42,8,СТЛ/КИР,2820 тыс. pуб.
2,Шлюзовой,3/9,50,29,9,МСК/ПАН,2930 тыс. pуб.
