Кол-во комнат,Район,Этажность,Общая площадь,Жилая площадь,Площадь кухни,Планировка,Цена 
2,"Автозаводский, 16 квартал",3/9,51,29,8,МСК/ПАН,3600 тыс. pуб.
2,"Автозаводский, 15 квартал",7/9,50,29,8,МСК/ПАН,3600 тыс. pуб.
2,"Автозаводский, 14 квартал",4/9,50,29,9,МСК/ПАН,3600 тыс. pуб.
2,"Автозаводский, 13 квартал",6/12,44,29,8,УЛУ/КИР,3600 тыс. pуб.
2,"Автозаводский, 20 квартал",9/9,57,31,9,МСК/ПАН,3600 тыс. pуб.
2,"Автозаводский, 18Б квартал",15/26,64,31,10,УЛУ/КИР,3600 тыс. pуб.
2,"Автозаводский, 16 квартал",4/9,50,29,9,МСК/ПАН,3610 тыс. pуб.
2,"Автозаводский, 14 квартал",5/9,50,29,9,МСК/ПАН,3650 тыс. pуб.
2,"Автозаводский, 21 квартал",7/8,50,29,9,МСК/ПАН,3650 тыс. pуб.
2,"Автозаводский, 20 квартал",7/9,51,29,0,УЛУ/КИР,3650 тыс. pуб.
2,"Автозаводский, 6 квартал",3/5,45,26,7,САМ/ПАН,3700 тыс. pуб.
2,"Автозаводский, 3В квартал",4/7,52,25,14,УЛУ/КИР,3700 тыс. pуб.
2,"Автозаводский, 3Б квартал",12/14,48,28,9,УЛУ/КИР,3700 тыс. pуб.
2,"Автозаводский, 9 квартал",5/5,47,29,7,СТМ/ПАН,3700 тыс. pуб.
2,"Автозаводский, 7 квартал",8/12,52,32,8,УЛУ/КИР,3700 тыс. pуб.
2,"Автозаводский, 16 квартал",6/9,50,30,8,МСК/ПАН,3700 тыс. pуб.
2,"Автозаводский, 16 квартал",8/9,51,30,9,МСК/ПАН,3700 тыс. pуб.
2,"Автозаводский, 15 квартал",4/10,53,37,9,ЭКС/ПАН,3700 тыс. pуб.
2,"Автозаводский, 19 квартал",7/10,51,29,9,МСК/ПАН,3700 тыс. pуб.
2,"Автозаводский, 17 квартал",3/9,55,32,9,УЛЬ/ПАН,3700 тыс. pуб.
2,"Автозаводский, 19 квартал",5/9,52,29,9,МСК/ПАН,3740 тыс. pуб.
2,"Автозаводский, 6 квартал",2/5,46,30,6,СТМ/ПАН,3750 тыс. pуб.
2,"Автозаводский, 11 квартал",7/9,50,29,8,МСК/ПАН,3750 тыс. pуб.
2,"Автозаводский, 17 квартал",1/10,40,0,0,УЛУ/КИР,3750 тыс. pуб.
2,"Автозаводский, 16 квартал",4/10,57,33,10,УЛЬ/ПАН,3770 тыс. pуб.
2,"Автозаводский, 12 квартал",8/9,52,31,9,МСК/ПАН,3799 тыс. pуб.
2,"Автозаводский, 4 квартал",2/9,65,0,0,МСК/ПАН,3800 тыс. pуб.
2,"Автозаводский, 3 квартал",8/9,50,30,7,СТМ/ПАН,3800 тыс. pуб.
2,"Автозаводский, 16 квартал",5/10,57,33,10,МСК/ПАН,3800 тыс. pуб.
2,"Автозаводский, 16 квартал",5/9,51,29,9,МСК/ПАН,3800 тыс. pуб.
2,"Автозаводский, 12 квартал",10/11,108,0,0,УЛУ/КИР,3800 тыс. pуб.
2,"Автозаводский, 13 квартал",5/9,50,30,9,МСК/ПАН,3820 тыс. pуб.
2,"Автозаводский, 9 квартал",2/5,52,29,17,УЛУ/КИР,3840 тыс. pуб.
2,"Автозаводский, 3Б квартал",3/5,56,30,12,УЛУ/КИР,3900 тыс. pуб.
2,"Автозаводский, 9 квартал",6/9,54,0,0,МСК/ПАН,3900 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,50,35,8,УЛУ/КИР,3900 тыс. pуб.
2,"Автозаводский, 6А квартал",9/10,56,31,9,МАК/ПАН,3900 тыс. pуб.
2,"Автозаводский, 16 квартал",9/9,50,32,9,МСК/ПАН,3900 тыс. pуб.
2,"Автозаводский, 11 квартал",4/9,50,40,9,МСК/ПАН,3900 тыс. pуб.
2,"Автозаводский, 20 квартал",3/9,52,30,10,МСК/ПАН,3900 тыс. pуб.
2,"Автозаводский, 18 квартал",11/14,56,30,11,УЛУ/КИР,3900 тыс. pуб.
2,"Автозаводский, 18 квартал",9/12,56,30,10,УЛУ/КИР,3900 тыс. pуб.
2,"Автозаводский, 16 квартал",8/10,56,32,17,УЛУ/КИР,3980 тыс. pуб.
2,"Автозаводский, 31 квартал",8/16,54,31,9,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 3Б квартал",2/5,57,30,11,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 6А квартал",6/9,61,0,0,МАК/ПАН,4000 тыс. pуб.
2,"Автозаводский, 16 квартал",15/17,44,14,23,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 15 квартал",8/9,50,30,9,МСК/ПАН,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",17/26,64,32,11,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",17/26,57,32,10,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",17/26,58,32,11,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",10/26,65,32,10,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/26,64,32,10,УЛУ/МОН,4000 тыс. pуб.
2,"Автозаводский, 18Б квартал",15/26,64,33,10,УЛУ/КИР,4000 тыс. pуб.
2,"Автозаводский, 18А квартал",7/9,65,40,11,МАК/ПАН,4000 тыс. pуб.
2,"Автозаводский, 4 квартал",9/14,53,30,10,УЛУ/КИР,4050 тыс. pуб.
2,"Автозаводский, 14А квартал",7/16,45,25,9,УЛУ/КИР,4050 тыс. pуб.
2,"Автозаводский, 13 квартал",3/12,51,29,9,УЛУ/КИР,4050 тыс. pуб.
2,"Автозаводский, 8 квартал",2/10,53,32,10,УЛУ/КИР,4100 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,53,37,10,УЛУ/КИР,4100 тыс. pуб.
2,"Автозаводский, 6А квартал",4/4,44,0,0,УЛУ/КИР,4100 тыс. pуб.
2,"Автозаводский, 16 квартал",10/10,67,37,13,МАК/ПАН,4100 тыс. pуб.
2,"Автозаводский, 14Б квартал",1/9,51,0,0,МАК/ПАН,4100 тыс. pуб.
2,"Автозаводский, 6А квартал",7/10,55,31,10,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 3 квартал",11/16,63,35,12,УЛУ/БЛЧ,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,55,0,0,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,56,31,10,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,56,31,9,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,56,34,11,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,56,31,9,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 6А квартал",7/9,56,31,9,МАК/ПАН,4150 тыс. pуб.
2,"Автозаводский, 8 квартал",7/9,38,24,9,УЛУ/КИР,4190 тыс. pуб.
2,"Автозаводский, 5 квартал",4/14,53,30,8,УЛУ/КИР,4200 тыс. pуб.
2,"Автозаводский, 16 квартал",3/9,50,32,8,МСК/ПАН,4200 тыс. pуб.
2,"Автозаводский, 14А квартал",18/18,45,33,10,УЛУ/КИР,4200 тыс. pуб.
2,"Автозаводский, 14 квартал",3/9,52,29,8,МСК/ПАН,4200 тыс. pуб.
2,"Автозаводский, 14А квартал",9/16,45,0,0,ЭЛТ/КИР,4200 тыс. pуб.
2,"Автозаводский, 18Б квартал",6/10,51,26,11,УЛУ/ПАН,4200 тыс. pуб.
2,"Автозаводский, 14А квартал",8/16,45,30,10,УЛУ/КИР,4250 тыс. pуб.
2,"Автозаводский, 18 квартал",5/10,70,50,12,УЛЬ/ПАН,4250 тыс. pуб.
2,"Автозаводский, 18 квартал",2/10,70,38,12,УЛЬ/ПАН,4250 тыс. pуб.
2,"Автозаводский, 3Б квартал",13/14,51,0,10,ЭЛТ/КИР,4300 тыс. pуб.
2,"Автозаводский, 16 квартал",7/16,50,30,9,УЛУ/КИР,4300 тыс. pуб.
2,"Автозаводский, 17А квартал",2/10,43,0,7,УЛУ/КИР,4300 тыс. pуб.
2,"Автозаводский, 6А квартал",7/10,55,34,9,МАК/ПАН,4343 тыс. pуб.
2,"Автозаводский, 8 квартал",1/9,56,43,18,МАК/ПАН,4350 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,51,28,12,УЛУ/КИР,4350 тыс. pуб.
2,"Автозаводский, 6А квартал",9/10,55,30,9,МАК/ПАН,4353 тыс. pуб.
2,"Автозаводский, 17 квартал",7/14,53,31,9,УЛУ/КИР,4370 тыс. pуб.
2,"Автозаводский, 9 квартал",3/5,52,30,10,УЛУ/КИР,4400 тыс. pуб.
2,"Автозаводский, 6А квартал",9/10,56,31,10,МАК/ПАН,4400 тыс. pуб.
2,"Автозаводский, 14А квартал",3/8,48,25,11,УЛУ/КИР,4400 тыс. pуб.
2,"Автозаводский, 18Б квартал",12/26,64,30,11,УЛУ/МОН,4400 тыс. pуб.
2,"Автозаводский, 8 квартал",1/9,55,30,10,МАК/ПАН,4450 тыс. pуб.
2,"Автозаводский, 6А квартал",9/9,56,31,9,МАК/ПАН,4480 тыс. pуб.
2,"Автозаводский, 9 квартал",1/5,63,0,14,СТМ/ПАН,4499 тыс. pуб.
2,"Автозаводский, 6А квартал",9/10,56,31,9,МАК/ПАН,4500 тыс. pуб.
2,"Автозаводский, 3А квартал",2/18,60,35,16,УЛУ/-,4500 тыс. pуб.
2,"Автозаводский, 6А квартал",1/9,61,34,11,МАК/ПАН,4500 тыс. pуб.
2,"Автозаводский, 17 квартал",3/10,60,32,13,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 14А квартал",5/9,47,24,12,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 14А квартал",3/14,48,18,16,УЛУ/БЛЧ,4500 тыс. pуб.
2,"Автозаводский, 13 квартал",7/14,50,29,7,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 20 квартал",5/9,71,37,12,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",8/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",19/26,63,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",20/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",21/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",21/26,57,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",23/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",25/26,57,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",26/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",26/26,57,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",8/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",17/26,64,32,11,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18Б квартал",17/26,58,32,10,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18А квартал",7/10,72,30,22,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 18 квартал",9/10,55,32,8,УЛЬ/ПАН,4500 тыс. pуб.
2,"Автозаводский, 17А квартал",10/12,54,29,9,УЛУ/КИР,4500 тыс. pуб.
2,"Автозаводский, 17А квартал",5/11,51,30,10,УЛЬ/ПАН,4500 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,61,0,0,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",4/9,62,34,11,УЛУ/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,62,34,11,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",4/9,62,34,11,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,62,34,10,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",4/9,62,34,10,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",4/9,62,34,11,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,62,34,12,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",4/9,62,34,11,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,62,34,11,МАК/ПАН,4550 тыс. pуб.
2,"Автозаводский, 15 квартал",2/10,53,0,10,УЛУ/КИР,4550 тыс. pуб.
2,"Автозаводский, 18А квартал",6/9,68,40,13,УЛУ/КИР,4550 тыс. pуб.
2,"Автозаводский, 21 квартал",3/14,53,19,16,УЛУ/КИР,4580 тыс. pуб.
2,"Автозаводский, 15 квартал",8/9,62,31,11,УЛУ/КИР,4598 тыс. pуб.
2,"Автозаводский, 6А квартал",16/16,58,30,12,МАК/ПАН,4600 тыс. pуб.
2,"Автозаводский, 6А квартал",4/10,62,34,12,МАК/ПАН,4600 тыс. pуб.
2,"Автозаводский, 3 квартал",10/16,60,35,8,УЛУ/БЛЧ,4600 тыс. pуб.
2,"Автозаводский, 6А квартал",2/17,58,34,11,МАК/ПАН,4600 тыс. pуб.
2,"Автозаводский, 14А квартал",2/9,47,24,12,УЛУ/КИР,4600 тыс. pуб.
2,"Автозаводский, 14А квартал",3/9,48,0,0,УЛУ/КИР,4600 тыс. pуб.
2,"Автозаводский, 14А квартал",8/9,62,38,15,УЛУ/КИР,4600 тыс. pуб.
2,"Автозаводский, 17А квартал",9/10,54,29,10,УЛЬ/БЕТ,4600 тыс. pуб.
2,"Автозаводский, 14Б квартал",9/9,62,35,15,МАК/ПАН,4620 тыс. pуб.
2,"Автозаводский, 11 квартал",1/10,58,32,13,УЛУ/КИР,4650 тыс. pуб.
2,"Автозаводский, 18Б квартал",9/10,56,24,14,МАК/ПАН,4680 тыс. pуб.
2,"Автозаводский, 3 квартал",1/18,61,35,9,УЛУ/ПАН,4700 тыс. pуб.
2,"Автозаводский, 19 квартал",3/15,61,31,10,УЛУ/КИР,4700 тыс. pуб.
2,"Автозаводский, 17А квартал",1/14,56,34,9,УЛЬ/ПАН,4700 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,59,0,0,УЛУ/КИР,4733 тыс. pуб.
2,"Автозаводский, 15 квартал",6/10,53,31,9,УЛУ/КИР,4750 тыс. pуб.
2,"Автозаводский, 20 квартал",13/14,54,29,10,УЛУ/КИР,4750 тыс. pуб.
2,"Автозаводский, 5 квартал",16/18,61,28,18,УЛУ/МОН,4800 тыс. pуб.
2,"Автозаводский, 9 квартал",12/16,65,35,10,УЛУ/КИР,4800 тыс. pуб.
2,"Автозаводский, 8 квартал",8/9,59,34,11,МАК/ПАН,4800 тыс. pуб.
2,"Автозаводский, 15 квартал",3/9,50,30,9,МСК/ПАН,4800 тыс. pуб.
2,"Автозаводский, 15 квартал",9/10,62,33,13,УЛУ/КИР,4800 тыс. pуб.
2,"Автозаводский, 14Б квартал",3/9,62,35,11,МАК/БЛЧ,4800 тыс. pуб.
2,"Автозаводский, 14А квартал",10/14,60,35,9,УЛУ/МОН,4800 тыс. pуб.
2,"Автозаводский, 18Б квартал",24/26,57,32,10,УЛУ/КИР,4800 тыс. pуб.
2,"Автозаводский, 18 квартал",7/9,70,32,12,УЛУ/КИР,4800 тыс. pуб.
2,"Автозаводский, 14Б квартал",1/9,62,35,11,МАК/ПАН,4830 тыс. pуб.
2,"Автозаводский, 15 квартал",9/10,63,45,13,МСК/КИР,4850 тыс. pуб.
2,"Автозаводский, 14А квартал",5/14,59,0,0,СМР/ПАН,4850 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,59,27,14,УЛУ/БЛЧ,4851 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,59,28,14,УЛУ/КИР,4851 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,59,27,14,УЛУ/БЛЧ,4852 тыс. pуб.
2,"Автозаводский, 18А квартал",6/10,72,40,26,УЛУ/КИР,4880 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,104,38,33,УЛУ/КИР,4888 тыс. pуб.
2,"Автозаводский, 6А квартал",1/10,62,34,11,МАК/ПАН,4900 тыс. pуб.
2,"Автозаводский, 8 квартал",1/9,72,0,0,МАК/ПАН,4900 тыс. pуб.
2,"Автозаводский, 20 квартал",7/9,71,37,12,УЛУ/КИР,4900 тыс. pуб.
2,"Автозаводский, 20 квартал",8/9,8,0,0,МСК/ПАН,4900 тыс. pуб.
2,"Автозаводский, 18А квартал",10/10,72,31,21,УЛУ/КИР,4900 тыс. pуб.
2,"Автозаводский, 6А квартал",2/9,56,27,17,МАК/ПАН,4950 тыс. pуб.
2,"Автозаводский, 6А квартал",5/16,58,34,11,МАК/ПАН,4950 тыс. pуб.
2,"Автозаводский, 8 квартал",3/10,60,34,11,МАК/ПАН,4950 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,55,28,12,УЛУ/КИР,4950 тыс. pуб.
2,"Автозаводский, 18 квартал",2/8,69,43,13,УЛУ/КИР,4950 тыс. pуб.
2,"Автозаводский, 18 квартал",3/10,73,37,13,УЛЬ/ПАН,4950 тыс. pуб.
2,"Автозаводский, 6А квартал",7/16,54,0,0,МАК/ПАН,4975 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,0,0,УЛУ/КИР,4980 тыс. pуб.
2,"Автозаводский, 10 квартал",3/10,75,38,14,УЛУ/ПАН,4990 тыс. pуб.
2,"Автозаводский, 17А квартал",14/14,55,30,11,УЛУ/КИР,4990 тыс. pуб.
2,"Автозаводский, 6А квартал",4/10,62,34,10,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 8 квартал",1/16,50,29,13,ЭЛТ/КИР,5000 тыс. pуб.
2,"Автозаводский, 8 квартал",9/10,54,30,9,УЛУ/КИР,5000 тыс. pуб.
2,"Автозаводский, 8 квартал",2/16,68,36,16,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 8 квартал",3/9,58,35,11,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6А квартал",1/10,62,34,11,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6А квартал",2/10,62,34,10,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6А квартал",6/9,60,32,11,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6А квартал",4/10,62,34,10,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6А квартал",7/10,58,34,11,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 16 квартал",12/16,45,8,26,УЛУ/КИР,5000 тыс. pуб.
2,"Автозаводский, 16 квартал",9/13,459,0,0,ЭЛТ/?,5000 тыс. pуб.
2,"Автозаводский, 14Б квартал",1/9,62,35,11,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 19 квартал",5/15,734,0,12,УЛУ/КИР,5000 тыс. pуб.
2,"Автозаводский, 18Б квартал",12/26,58,32,10,УЛУ/КИР,5000 тыс. pуб.
2,"Автозаводский, 18А квартал",5/10,66,40,14,МАК/ПАН,5000 тыс. pуб.
2,"Автозаводский, 6 квартал",10/15,55,34,11,УЛУ/КИР,5020 тыс. pуб.
2,"Автозаводский, 11А квартал",13/14,55,30,10,УЛУ/КИР,5030 тыс. pуб.
2,"Автозаводский, 4 квартал",4/9,59,27,14,УЛУ/КИР,5035 тыс. pуб.
2,"Автозаводский, 2 квартал",10/12,49,30,14,УЛУ/КИР,5050 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,104,49,15,ЭЛТ/КИР,5050 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,104,41,36,ЭЛТ/КИР,5050 тыс. pуб.
2,"Автозаводский, 18Б квартал",5/10,51,27,12,УЛУ/КИР,5050 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,55,25,15,УЛУ/БЛЧ,5050 тыс. pуб.
2,"Автозаводский, 6А квартал",2/10,58,0,17,МАК/ПАН,5100 тыс. pуб.
2,"Автозаводский, 6А квартал",3/17,72,34,17,МАК/ПАН,5100 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,83,35,21,ЭЛТ/КИР,5100 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,71,40,20,УЛУ/КИР,5100 тыс. pуб.
2,"Автозаводский, 14А квартал",1/14,61,34,12,УЛУ/МОН,5100 тыс. pуб.
2,"Автозаводский, 18Б квартал",6/10,52,30,12,УЛУ/КИР,5100 тыс. pуб.
2,"Автозаводский, 18 квартал",8/16,52,30,12,УЛУ/КИР,5100 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,31,14,УЛУ/КИР,5101 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,31,14,УЛУ/БЛЧ,5101 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,31,14,УЛУ/КИР,5101 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,28,14,УЛУ/КИР,5101 тыс. pуб.
2,"Автозаводский, 4 квартал",7/9,60,31,14,УЛУ/БЛЧ,5101 тыс. pуб.
2,"Автозаводский, 4 квартал",5/9,61,26,14,УЛУ/КИР,5120 тыс. pуб.
2,"Автозаводский, 19 квартал",7/15,74,44,14,УЛУ/КИР,5136 тыс. pуб.
2,"Автозаводский, 20 квартал",7/9,72,35,13,МАК/ПАН,5149 тыс. pуб.
2,"Автозаводский, 14А квартал",5/9,50,26,11,УЛУ/КИР,5150 тыс. pуб.
2,"Автозаводский, 14А квартал",8/9,48,25,11,УЛУ/КИР,5150 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,54,29,12,УЛУ/КИР,5150 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,64,34,14,УЛУ/КИР,5152 тыс. pуб.
2,"Автозаводский, 6А квартал",3/17,72,0,0,МАК/ПАН,5200 тыс. pуб.
2,"Автозаводский, 18Б квартал",4/10,50,25,15,УЛУ/КИР,5200 тыс. pуб.
2,"Автозаводский, 18Б квартал",4/10,50,23,15,УЛУ/КИР,5200 тыс. pуб.
2,"Автозаводский, 18А квартал",1/9,65,0,0,МАК/ПАН,5200 тыс. pуб.
2,"Автозаводский, 18А квартал",7/10,65,10,40,МАК/ПАН,5200 тыс. pуб.
2,"Автозаводский, 4 квартал",5/9,61,31,14,УЛУ/БЛЧ,5241 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,61,27,14,УЛУ/КИР,5241 тыс. pуб.
2,"Автозаводский, 3Б квартал",3/16,50,40,0,ЭЛТ/КИР,5250 тыс. pуб.
2,"Автозаводский, 17А квартал",3/14,54,30,12,УЛУ/КИР,5250 тыс. pуб.
2,Автозаводский,1/10,65,40,10,МАК/ПАН,5260 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,64,34,14,УЛУ/БЛЧ,5280 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,64,33,14,УЛУ/БЛЧ,5281 тыс. pуб.
2,"Автозаводский, 8 квартал",5/9,62,33,11,МАК/ПАН,5300 тыс. pуб.
2,"Автозаводский, 8 квартал",1/12,62,34,14,МАК/ПАН,5300 тыс. pуб.
2,"Автозаводский, 18Б квартал",12/17,57,30,12,УЛУ/КИР,5300 тыс. pуб.
2,"Автозаводский, 18А квартал",4/10,69,31,22,УЛУ/КИР,5300 тыс. pуб.
2,"Автозаводский, 18А квартал",10/11,71,31,22,УЛУ/КИР,5300 тыс. pуб.
2,"Автозаводский, 18А квартал",7/10,69,28,18,УЛУ/КИР,5300 тыс. pуб.
2,"Автозаводский, 4 квартал",6/9,64,0,0,УЛУ/КИР,5329 тыс. pуб.
2,"Автозаводский, 18Б квартал",5/10,54,23,14,УЛУ/КИР,5350 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,61,31,14,УЛУ/БЛЧ,5362 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,61,31,14,УЛУ/БЛЧ,5362 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,104,41,36,ЭЛТ/КИР,5450 тыс. pуб.
2,"Автозаводский, 6А квартал",4/4,50,30,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,109,39,36,ЭЛТ/КИР,5500 тыс. pуб.
2,"Автозаводский, 16 квартал",10/10,78,42,9,МАК/ПАН,5500 тыс. pуб.
2,"Автозаводский, 14Б квартал",6/9,62,0,0,МАК/ПАН,5500 тыс. pуб.
2,"Автозаводский, 14Б квартал",6/9,62,35,11,МАК/ПАН,5500 тыс. pуб.
2,"Автозаводский, 14А квартал",3/7,59,34,11,МАК/ПАН,5500 тыс. pуб.
2,"Автозаводский, 11А квартал",1/14,56,31,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 19 квартал",7/12,55,36,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,52,25,14,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 18Б квартал",12/26,58,31,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 18Б квартал",24/26,58,32,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 18Б квартал",24/26,63,32,10,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 17А квартал",5/9,66,36,12,УЛУ/КИР,5500 тыс. pуб.
2,"Автозаводский, 17А квартал",8/10,62,55,0,ЭЛТ/КИР,5500 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,104,39,36,ЭЛТ/КИР,5550 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,104,39,0,ЭЛТ/КИР,5550 тыс. pуб.
2,"Автозаводский, 11А квартал",9/9,63,32,14,УЛУ/БЛЧ,5552 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,55,31,15,УЛУ/КИР,5553 тыс. pуб.
2,"Автозаводский, 11А квартал",6/9,61,32,14,УЛУ/БЛЧ,5587 тыс. pуб.
2,"Автозаводский, 11А квартал",6/9,62,32,14,УЛУ/БЛЧ,5587 тыс. pуб.
2,"Автозаводский, 6 квартал",11/12,60,39,10,УЛУ/КИР,5590 тыс. pуб.
2,"Автозаводский, 19 квартал",9/12,53,0,11,УЛУ/КИР,5590 тыс. pуб.
2,"Автозаводский, 4 квартал",4/9,64,31,14,УЛУ/КИР,5596 тыс. pуб.
2,"Автозаводский, 4 квартал",4/9,64,31,14,УЛУ/БЛЧ,5597 тыс. pуб.
2,"Автозаводский, 1 квартал",9/10,67,35,16,УЛУ/КРБ,5600 тыс. pуб.
2,"Автозаводский, 6 квартал",2/15,55,30,12,УЛУ/-,5600 тыс. pуб.
2,"Автозаводский, 8 квартал",6/9,70,35,12,МАК/ПАН,5600 тыс. pуб.
2,"Автозаводский, 18А квартал",2/10,72,30,16,МАК/КИР,5600 тыс. pуб.
2,"Автозаводский, 11А квартал",2/9,64,32,14,УЛУ/БЛЧ,5648 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,64,31,15,УЛУ/БЛЧ,5660 тыс. pуб.
2,"Автозаводский, 11А квартал",7/9,63,32,14,УЛУ/БЛЧ,5679 тыс. pуб.
2,"Автозаводский, 3А квартал",13/16,66,40,10,УЛУ/КИР,5700 тыс. pуб.
2,"Автозаводский, 11А квартал",4/9,62,32,14,УЛУ/БЛЧ,5728 тыс. pуб.
2,"Автозаводский, 11А квартал",9/9,65,29,14,УЛУ/БЛЧ,5799 тыс. pуб.
